code,category,date,time_start,time_end,location
290,住宅竊盜,2015-05-29,16,18,臺北市大同區斯文里承德路3段85巷1~30號
291,住宅竊盜,2015-05-29,22,24,臺北市大同區南京西路31~60號
292,住宅竊盜,2015-05-30,10,12,臺北市松山區民生東路5段36巷6弄1~30號
293,住宅竊盜,2015-05-31,22,24,臺北市文山區興得里興隆路3段192巷8弄31~60號
294,住宅竊盜,2015-05-31,22,24,臺北市信義區大道里林口街151~180號
295,住宅竊盜,2015-06-01,00,02,臺北市中山區八德路2段241~270號
296,住宅竊盜,2015-06-02,14,16,臺北市北投區泉源里東昇路91~120號
297,住宅竊盜,2015-06-03,00,02,臺北市中正區光復里7號
298,住宅竊盜,2015-06-03,16,18,臺北市中山區長安東路2段31~60號
299,住宅竊盜,2015-06-04,14,16,臺北市中山區樂群二路181~210號
300,住宅竊盜,2015-06-06,04,06,臺北市中山區錦州街31~60號
301,住宅竊盜,2015-06-06,12,14,臺北市松山區南京東路5段123巷8弄1~30號
302,住宅竊盜,2015-06-06,20,22,臺北市松山區八德路3段12巷52弄1~30號
303,住宅竊盜,2015-06-07,06,08,臺北市中山區中山北路2段65巷2弄1~30號
304,住宅竊盜,2015-06-07,10,12,臺北市中山區農安街125巷1~30號
305,住宅竊盜,2015-06-07,12,14,臺北市大安區民炤里新生南路1段137巷1~30號
306,住宅竊盜,2015-06-08,06,08,臺北市中正區黎明里懷寧街61~90號
307,住宅竊盜,2015-06-08,08,10,臺北市中山區民權東路1段31~60號
308,住宅竊盜,2015-06-08,14,16,臺北市士林區福林里中山北路5段460巷1~30號
309,住宅竊盜,2015-06-08,22,24,臺北市中山區長春路61~90號
310,住宅竊盜,2015-06-09,16,18,臺北市文山區試院里和興路91~120號
311,住宅竊盜,2015-06-11,20,22,臺北市萬華區桂林路242巷31~60號
312,住宅竊盜,2015-06-12,10,12,臺北市信義區三張里莊敬路391~420號
313,住宅竊盜,2015-06-13,12,14,臺北市中山區新生北路3段31~60號
314,住宅竊盜,2015-06-13,16,18,臺北市中正區板溪里羅斯福路3段84巷1弄1~30號
315,住宅竊盜,2015-06-15,00,02,臺北市文山區萬芳里011鄰萬安街61~90號
316,住宅竊盜,2015-06-15,02,04,臺北市信義區永吉路120巷31~60號
317,住宅竊盜,2015-06-15,12,14,臺北市中山區建國北路2段116巷1~30號
318,住宅竊盜,2015-06-16,08,10,臺北市萬華區西藏路199巷1~30號
319,住宅竊盜,2015-06-16,12,14,臺北市文山區景東里景華街104巷1~30號
320,住宅竊盜,2015-06-16,14,16,臺北市文山區景東里景興路153巷14弄1~30號
321,住宅竊盜,2015-06-19,08,10,臺北市文山區萬隆里羅斯福路5段241~270號
322,住宅竊盜,2015-06-19,08,10,臺北市中山區長安東路1段52巷9弄1~30號
